"Plant","Score","Pathogen","Rep","Group","infected","leaf","not_infected"
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 11",0,"T-30-4",3,"Plant 11 T-30-4",0,8,8
"Plant 12",0.125,"T-30-4",3,"Plant 12 T-30-4",1,8,7
"Plant 12",0,"T-30-4",3,"Plant 12 T-30-4",0,8,8
"Plant 12",0,"T-30-4",3,"Plant 12 T-30-4",0,8,8
"Plant 12",0.25,"T-30-4",3,"Plant 12 T-30-4",2,8,6
"Plant 12",0.375,"T-30-4",3,"Plant 12 T-30-4",3,8,5
"Plant 12",0,"T-30-4",3,"Plant 12 T-30-4",0,8,8
"Plant 12",0.125,"T-30-4",3,"Plant 12 T-30-4",1,8,7
"Plant 13",0,"T-30-4",3,"Plant 13 T-30-4",0,8,8
"Plant 13",0,"T-30-4",3,"Plant 13 T-30-4",0,8,8
"Plant 13",0.125,"T-30-4",3,"Plant 13 T-30-4",1,8,7
"Plant 13",0.125,"T-30-4",3,"Plant 13 T-30-4",1,8,7
"Plant 13",0.375,"T-30-4",3,"Plant 13 T-30-4",3,8,5
"Plant 13",0.125,"T-30-4",3,"Plant 13 T-30-4",1,8,7
"Plant 13",0,"T-30-4",3,"Plant 13 T-30-4",0,8,8
"Plant 13",0.125,"T-30-4",3,"Plant 13 T-30-4",1,8,7
"Plant 14",0.25,"T-30-4",3,"Plant 14 T-30-4",2,8,6
"Plant 14",0,"T-30-4",3,"Plant 14 T-30-4",0,8,8
"Plant 14",0,"T-30-4",3,"Plant 14 T-30-4",0,8,8
"Plant 14",0.25,"T-30-4",3,"Plant 14 T-30-4",2,8,6
"Plant 14",0.125,"T-30-4",3,"Plant 14 T-30-4",1,8,7
"Plant 14",0.125,"T-30-4",3,"Plant 14 T-30-4",1,8,7
"Plant 14",0,"T-30-4",3,"Plant 14 T-30-4",0,8,8
